date,1a. open (USD),1b. open (USD),2a. high (USD),2b. high (USD),3a. low (USD),3b. low (USD),4a. close (USD),4b. close (USD),5. volume,6. market cap (USD)
2023-07-22,29901.72,29901.72,29999.0,29999.0,29625.1,29625.1,29794.0,29794.0,14660.40467,14660.40467
2023-07-21,29800.0,29800.0,30061.7,30061.7,29726.34,29726.34,29901.72,29901.72,23881.40865,23881.40865
2023-07-20,29909.21,29909.21,30417.46,30417.46,29570.96,29570.96,29800.0,29800.0,37540.68193,37540.68193
2023-07-19,29859.14,29859.14,30189.09,30189.09,29761.96,29761.96,29909.21,29909.21,25657.36137,25657.36137
2023-07-18,30138.01,30138.01,30239.78,30239.78,29512.0,29512.0,29859.13,29859.13,30003.8601,30003.8601
2023-07-17,30232.0,30232.0,30336.96,30336.96,29659.2,29659.2,30138.0,30138.0,30882.76839,30882.76839
2023-07-16,30289.52,30289.52,30441.46,30441.46,30064.29,30064.29,30231.99,30231.99,15760.1281,15760.1281
2023-07-15,30312.0,30312.0,30390.9,30390.9,30200.0,30200.0,30289.52,30289.52,14118.55329,14118.55329
2023-07-14,31454.23,31454.23,31630.0,31630.0,29900.0,29900.0,30312.01,30312.01,60749.48424,60749.48424
2023-07-13,30380.0,30380.0,31804.2,31804.2,30251.0,30251.0,31454.23,31454.23,70772.51836,70772.51836
2023-07-12,30622.1,30622.1,30983.25,30983.25,30210.0,30210.0,30380.0,30380.0,38108.99669,38108.99669
2023-07-11,30411.57,30411.57,30813.63,30813.63,30300.0,30300.0,30622.1,30622.1,28476.83311,28476.83311
2023-07-10,30160.71,30160.71,31045.78,31045.78,29950.0,29950.0,30411.57,30411.57,41262.87652,41262.87652
2023-07-09,30284.63,30284.63,30445.52,30445.52,30061.12,30061.12,30160.71,30160.71,15388.50196,15388.50196
2023-07-08,30344.7,30344.7,30386.81,30386.81,30044.47,30044.47,30284.63,30284.63,13094.59042,13094.59042
2023-07-07,29895.42,29895.42,30449.0,30449.0,29701.02,29701.02,30344.7,30344.7,34070.53895,34070.53895
2023-07-06,30504.8,30504.8,31500.0,31500.0,29850.45,29850.45,29895.43,29895.43,71319.6261,71319.6261
2023-07-05,30766.52,30766.52,30878.07,30878.07,30200.0,30200.0,30504.81,30504.81,33215.67122,33215.67122
2023-07-04,31156.2,31156.2,31350.69,31350.69,30620.0,30620.0,30766.51,30766.51,33206.11943,33206.11943
2023-07-03,30617.02,30617.02,31380.0,31380.0,30570.27,30570.27,31156.2,31156.2,43761.64311,43761.64311
2023-07-02,30585.9,30585.9,30791.0,30791.0,30155.0,30155.0,30617.03,30617.03,23286.41019,23286.41019
2023-07-01,30471.99,30471.99,30661.6,30661.6,30320.57,30320.57,30585.9,30585.9,17501.75075,17501.75075
2023-06-30,30447.31,30447.31,31282.0,31282.0,29500.0,29500.0,30472.0,30472.0,89419.07618,89419.07618
2023-06-29,30077.4,30077.4,30843.98,30843.98,30049.98,30049.98,30447.31,30447.31,36330.62903,36330.62903
2023-06-28,30692.44,30692.44,30709.74,30709.74,29858.8,29858.8,30077.41,30077.41,40463.51937,40463.51937
2023-06-27,30267.99,30267.99,30994.97,30994.97,30226.17,30226.17,30692.44,30692.44,42699.64157,42699.64157
2023-06-26,30462.67,30462.67,30666.0,30666.0,29930.0,29930.0,30267.99,30267.99,45180.41489,45180.41489
2023-06-25,30527.44,30527.44,31046.01,31046.01,30277.49,30277.49,30462.66,30462.66,30223.44801,30223.44801
2023-06-24,30688.51,30688.51,30800.0,30800.0,30250.0,30250.0,30527.43,30527.43,30513.30135,30513.30135
2023-06-23,29884.92,29884.92,31431.94,31431.94,29800.0,29800.0,30688.5,30688.5,73931.89635,73931.89635
2023-06-22,29993.89,29993.89,30500.0,30500.0,29525.61,29525.61,29884.92,29884.92,59054.5646,59054.5646
2023-06-21,28308.0,28308.0,30800.0,30800.0,28257.99,28257.99,29993.89,29993.89,108926.40412,108926.40412
2023-06-20,26844.35,26844.35,28402.74,28402.74,26652.0,26652.0,28307.99,28307.99,69666.95525,69666.95525
2023-06-19,26339.98,26339.98,27068.09,27068.09,26256.61,26256.61,26844.35,26844.35,35872.65974,35872.65974
2023-06-18,26516.99,26516.99,26700.0,26700.0,26255.85,26255.85,26339.97,26339.97,21538.31022,21538.31022
2023-06-17,26345.01,26345.01,26839.99,26839.99,26181.0,26181.0,26516.99,26516.99,27842.2195,27842.2195
2023-06-16,25598.49,25598.49,26518.0,26518.0,25175.56,25175.56,26345.0,26345.0,51596.91662,51596.91662
2023-06-15,25128.6,25128.6,25759.01,25759.01,24800.0,24800.0,25598.49,25598.49,48664.86063,48664.86063
2023-06-14,25934.24,25934.24,26098.0,26098.0,24820.56,24820.56,25128.6,25128.6,45077.31608,45077.31608
2023-06-13,25905.2,25905.2,26433.21,26433.21,25712.57,25712.57,25934.25,25934.25,41065.60853,41065.60853
2023-06-12,25925.54,25925.54,26106.48,26106.48,25602.11,25602.11,25905.19,25905.19,29900.50893,29900.50893
2023-06-11,25841.22,25841.22,26206.88,26206.88,25634.7,25634.7,25925.55,25925.55,30014.29595,30014.29595
2023-06-10,26477.8,26477.8,26533.87,26533.87,25358.0,25358.0,25841.21,25841.21,64944.60108,64944.60108
2023-06-09,26498.62,26498.62,26783.33,26783.33,26269.91,26269.91,26477.81,26477.81,27934.7097,27934.7097
2023-06-08,26339.34,26339.34,26810.0,26810.0,26210.0,26210.0,26498.61,26498.61,31075.51083,31075.51083
2023-06-07,27230.07,27230.07,27391.77,27391.77,26125.01,26125.01,26339.34,26339.34,59619.44364,59619.44364
2023-06-06,25728.2,25728.2,27355.33,27355.33,25351.02,25351.02,27230.08,27230.08,68392.60438,68392.60438
2023-06-05,27115.2,27115.2,27129.33,27129.33,25388.0,25388.0,25728.2,25728.2,65805.60305,65805.60305
2023-06-04,27069.22,27069.22,27455.02,27455.02,26951.0,26951.0,27115.21,27115.21,19258.41049,19258.41049
2023-06-03,27242.59,27242.59,27333.29,27333.29,26914.93,26914.93,27069.22,27069.22,16595.34117,16595.34117
2023-06-02,26817.93,26817.93,27300.0,27300.0,26505.0,26505.0,27242.59,27242.59,36380.90269,36380.90269
2023-06-01,27210.36,27210.36,27350.0,27350.0,26605.05,26605.05,26817.93,26817.93,39217.8088,39217.8088
2023-05-31,27694.39,27694.39,27835.51,27835.51,26839.01,26839.01,27210.35,27210.35,46588.80573,46588.80573
2023-05-30,27736.39,27736.39,28038.59,28038.59,27554.0,27554.0,27694.4,27694.4,32686.75371,32686.75371
2023-05-29,28065.01,28065.01,28447.14,28447.14,27524.6,27524.6,27736.4,27736.4,42385.41945,42385.41945
2023-05-28,26854.28,26854.28,28261.32,28261.32,26764.36,26764.36,28065.0,28065.0,43916.00855,43916.00855
2023-05-27,26705.93,26705.93,26895.0,26895.0,26551.0,26551.0,26854.27,26854.27,15095.6867,15095.6867
2023-05-26,26473.8,26473.8,26932.16,26932.16,26327.24,26327.24,26705.92,26705.92,35061.18713,35061.18713
2023-05-25,26329.0,26329.0,26631.98,26631.98,25871.89,25871.89,26473.79,26473.79,37435.44895,37435.44895
2023-05-24,27219.61,27219.61,27219.61,27219.61,26080.5,26080.5,26329.01,26329.01,54393.0657,54393.0657
2023-05-23,26849.28,26849.28,27495.83,27495.83,26798.11,26798.11,27219.61,27219.61,38700.83858,38700.83858
2023-05-22,26747.78,26747.78,27099.89,27099.89,26538.21,26538.21,26849.27,26849.27,26458.83828,26458.83828
2023-05-21,27102.42,27102.42,27277.55,27277.55,26666.03,26666.03,26747.78,26747.78,21347.87279,21347.87279
2023-05-20,26880.26,26880.26,27150.0,27150.0,26825.11,26825.11,27102.43,27102.43,14434.54718,14434.54718
2023-05-19,26821.28,26821.28,27183.6,27183.6,26630.0,26630.0,26880.26,26880.26,28754.13544,28754.13544
2023-05-18,27405.62,27405.62,27485.33,27485.33,26361.2,26361.2,26821.28,26821.28,49198.65143,49198.65143
2023-05-17,27033.85,27033.85,27500.0,27500.0,26544.71,26544.71,27405.61,27405.61,42958.97785,42958.97785
2023-05-16,27162.15,27162.15,27296.89,27296.89,26852.11,26852.11,27033.84,27033.84,33270.45451,33270.45451
2023-05-15,26917.61,26917.61,27663.59,27663.59,26726.0,26726.0,27162.14,27162.14,40430.08333,40430.08333
2023-05-14,26775.27,26775.27,27200.0,27200.0,26560.53,26560.53,26917.62,26917.62,21594.8036,21594.8036
2023-05-13,26795.01,26795.01,27045.45,27045.45,26692.03,26692.03,26775.28,26775.28,22814.90421,22814.90421
2023-05-12,26968.61,26968.61,27091.12,27091.12,25811.46,25811.46,26795.01,26795.01,67207.93494,67207.93494
2023-05-11,27598.74,27598.74,27630.14,27630.14,26702.05,26702.05,26968.62,26968.62,47635.31365,47635.31365
2023-05-10,27628.28,27628.28,28331.42,28331.42,26777.0,26777.0,27598.75,27598.75,71155.11355,71155.11355
2023-05-09,27668.8,27668.8,27818.0,27818.0,27353.0,27353.0,27628.27,27628.27,40113.31069,40113.31069
2023-05-08,28430.09,28430.09,28631.01,28631.01,27262.0,27262.0,27668.79,27668.79,68244.36179,68244.36179
2023-05-07,28848.19,28848.19,29138.29,29138.29,28395.23,28395.23,28430.1,28430.1,30003.41028,30003.41028
2023-05-06,29505.6,29505.6,29820.0,29820.0,28300.0,28300.0,28848.2,28848.2,49249.28459,49249.28459
2023-05-05,28838.16,28838.16,29677.0,29677.0,28800.0,28800.0,29505.61,29505.61,58415.83048,58415.83048
2023-05-04,29026.16,29026.16,29379.83,29379.83,28663.64,28663.64,28838.16,28838.16,42575.47501,42575.47501
2023-05-03,28669.85,28669.85,29266.66,29266.66,28113.69,28113.69,29026.16,29026.16,64615.79213,64615.79213
2023-05-02,28068.26,28068.26,28879.88,28879.88,27872.0,27872.0,28669.86,28669.86,50824.5224,50824.5224
2023-05-01,29233.2,29233.2,29337.34,29337.34,27666.95,27666.95,28068.26,28068.26,64433.65958,64433.65958
2023-04-30,29230.45,29230.45,29969.39,29969.39,29079.59,29079.59,29233.21,29233.21,39752.5372,39752.5372
2023-04-29,29311.69,29311.69,29448.88,29448.88,29031.0,29031.0,29230.45,29230.45,20466.83058,20466.83058
2023-04-28,29472.77,29472.77,29599.54,29599.54,28891.0,28891.0,29311.7,29311.7,54298.16578,54298.16578
2023-04-27,28415.29,28415.29,29890.0,29890.0,28378.86,28378.86,29472.77,29472.77,95430.82431,95430.82431
2023-04-26,28300.8,28300.8,30036.0,30036.0,27235.0,27235.0,28415.29,28415.29,129228.40403,129228.40403
2023-04-25,27510.93,27510.93,28399.99,28399.99,27192.0,27192.0,28300.79,28300.79,52325.14637,52325.14637
2023-04-24,27590.59,27590.59,28000.0,28000.0,26942.82,26942.82,27510.93,27510.93,53111.56874,53111.56874
2023-04-23,27816.85,27816.85,27816.85,27816.85,27311.25,27311.25,27590.6,27590.6,34812.09581,34812.09581
2023-04-22,27262.84,27262.84,27882.72,27882.72,27140.35,27140.35,27816.85,27816.85,36023.69686,36023.69686
2023-04-21,28243.65,28243.65,28374.02,28374.02,27125.0,27125.0,27262.84,27262.84,77684.7679,77684.7679
2023-04-20,28797.1,28797.1,29088.3,29088.3,28010.0,28010.0,28243.65,28243.65,76879.09372,76879.09372
2023-04-19,30380.01,30380.01,30413.53,30413.53,28520.0,28520.0,28797.1,28797.1,86575.48656,86575.48656
2023-04-18,29430.27,29430.27,30485.0,30485.0,29096.78,29096.78,30380.01,30380.01,62004.89434,62004.89434
2023-04-17,30304.66,30304.66,30316.06,30316.06,29240.65,29240.65,29430.27,29430.27,56441.81127,56441.81127
2023-04-16,30295.1,30295.1,30549.99,30549.99,30120.0,30120.0,30304.65,30304.65,26431.99322,26431.99322
2023-04-15,30466.93,30466.93,30595.6,30595.6,30202.0,30202.0,30295.09,30295.09,25429.81247,25429.81247
2023-04-14,30373.84,30373.84,31000.0,31000.0,29966.0,29966.0,30466.93,30466.93,75984.19452,75984.19452
2023-04-13,29888.07,29888.07,30595.0,30595.0,29854.59,29854.59,30373.84,30373.84,51934.11731,51934.11731
2023-04-12,30200.43,30200.43,30486.0,30486.0,29637.4,29637.4,29888.07,29888.07,62049.48451,62049.48451
2023-04-11,29637.35,29637.35,30550.0,30550.0,29590.0,29590.0,30200.42,30200.42,67990.07621,67990.07621
2023-04-10,28323.76,28323.76,29770.0,29770.0,28170.0,28170.0,29637.34,29637.34,67754.0622,67754.0622
2023-04-09,27938.38,27938.38,28530.0,28530.0,27800.0,27800.0,28323.76,28323.76,32531.16101,32531.16101
2023-04-08,27906.34,27906.34,28154.99,28154.99,27859.02,27859.02,27938.38,27938.38,19479.96735,19479.96735
2023-04-07,28033.83,28033.83,28100.0,28100.0,27766.94,27766.94,27906.33,27906.33,24762.09387,24762.09387
2023-04-06,28170.01,28170.01,28182.05,28182.05,27711.0,27711.0,28033.82,28033.82,40118.94963,40118.94963
2023-04-05,28165.47,28165.47,28775.0,28775.0,27805.1,27805.1,28170.01,28170.01,60737.64732,60737.64732
2023-04-04,27800.0,27800.0,28444.44,28444.44,27662.79,27662.79,28165.47,28165.47,49722.55691,49722.55691
2023-04-03,28171.87,28171.87,28500.99,28500.99,27200.24,27200.24,27800.0,27800.0,79180.01405,79180.01405
2023-04-02,28452.74,28452.74,28530.0,28530.0,27856.43,27856.43,28171.87,28171.87,37365.65692,37365.65692
2023-04-01,28465.36,28465.36,28819.71,28819.71,28220.27,28220.27,28452.73,28452.73,30238.44753,30238.44753
2023-03-31,28028.53,28028.53,28656.69,28656.69,27511.71,27511.71,28465.36,28465.36,78198.12139,78198.12139
2023-03-30,28348.6,28348.6,29184.68,29184.68,27686.0,27686.0,28028.53,28028.53,98865.43256,98865.43256
2023-03-29,27261.06,27261.06,28650.0,28650.0,27240.1,27240.1,28348.6,28348.6,89486.16008,89486.16008
2023-03-28,27124.9,27124.9,27520.0,27520.0,26631.78,26631.78,27261.07,27261.07,78602.44341,78602.44341
2023-03-27,27968.05,27968.05,28023.86,28023.86,26508.14,26508.14,27124.91,27124.91,88039.46898,88039.46898
2023-03-26,27462.96,27462.96,28194.4,28194.4,27417.76,27417.76,27968.05,27968.05,49671.70353,49671.70353
2023-03-25,27454.46,27454.46,27787.33,27787.33,27156.09,27156.09,27462.95,27462.95,50844.08102,50844.08102
2023-03-24,28295.42,28295.42,28374.3,28374.3,27000.0,27000.0,27454.47,27454.47,86242.06544,86242.06544
2023-03-23,27250.97,27250.97,28750.0,28750.0,27105.0,27105.0,28295.41,28295.41,128649.60818,128649.60818
2023-03-22,28107.81,28107.81,28868.05,28868.05,26601.8,26601.8,27250.97,27250.97,224113.41296,224113.41296
2023-03-21,27717.01,27717.01,28438.55,28438.55,27303.1,27303.1,28105.47,28105.47,420929.7422,420929.7422
2023-03-20,27972.87,27972.87,28472.0,28472.0,27124.47,27124.47,27717.01,27717.01,477378.23373,477378.23373
2023-03-19,26907.49,26907.49,28390.1,28390.1,26827.22,26827.22,27972.87,27972.87,372066.99054,372066.99054
2023-03-18,27395.13,27395.13,27724.85,27724.85,26578.0,26578.0,26907.49,26907.49,371238.97174,371238.97174
2023-03-17,24998.78,24998.78,27756.84,27756.84,24890.0,24890.0,27395.13,27395.13,624460.68091,624460.68091
2023-03-16,24285.66,24285.66,25167.4,25167.4,24123.0,24123.0,24998.78,24998.78,439421.32998,439421.32998
2023-03-15,24670.41,24670.41,25196.97,25196.97,23896.95,23896.95,24285.66,24285.66,581450.72984,581450.72984
2023-03-14,24112.27,24112.27,26386.87,26386.87,23976.42,23976.42,24670.41,24670.41,699360.93423,699360.93423
2023-03-13,21998.05,21998.05,24500.0,24500.0,21813.88,21813.88,24113.48,24113.48,687889.31259,687889.31259
2023-03-12,20455.73,20455.73,22150.0,22150.0,20270.6,20270.6,21997.11,21997.11,430944.94288,430944.94288
2023-03-11,20150.69,20150.69,20686.51,20686.51,19765.03,19765.03,20455.73,20455.73,427831.82133,427831.82133
2023-03-10,20362.21,20362.21,20367.78,20367.78,19549.09,19549.09,20150.69,20150.69,618456.4671,618456.4671
2023-03-09,21704.37,21704.37,21834.99,21834.99,20042.72,20042.72,20362.22,20362.22,443658.28584,443658.28584
2023-03-08,22198.56,22198.56,22287.0,22287.0,21580.0,21580.0,21705.44,21705.44,301460.57272,301460.57272
2023-03-07,22409.41,22409.41,22557.91,22557.91,21927.0,21927.0,22197.96,22197.96,292519.80912,292519.80912
2023-03-06,22430.24,22430.24,22602.19,22602.19,22258.0,22258.0,22410.0,22410.0,203751.82957,203751.82957
2023-03-05,22346.57,22346.57,22662.09,22662.09,22189.22,22189.22,22430.24,22430.24,154841.75786,154841.75786
2023-03-04,22354.34,22354.34,22410.0,22410.0,22157.08,22157.08,22346.57,22346.57,121257.38132,121257.38132
2023-03-03,23465.32,23465.32,23476.95,23476.95,21971.13,21971.13,22354.34,22354.34,319954.19785,319954.19785
2023-03-02,23629.76,23629.76,23796.93,23796.93,23195.9,23195.9,23465.32,23465.32,239315.45219,239315.45219
2023-03-01,23141.57,23141.57,24000.0,24000.0,23020.03,23020.03,23628.97,23628.97,315287.41737,315287.41737
2023-02-28,23492.09,23492.09,23600.0,23600.0,23020.97,23020.97,23141.57,23141.57,264140.99894,264140.99894
2023-02-27,23554.85,23554.85,23897.99,23897.99,23106.77,23106.77,23492.09,23492.09,283706.0859,283706.0859
2023-02-26,23157.07,23157.07,23689.99,23689.99,23059.18,23059.18,23554.85,23554.85,202323.73623,202323.73623
2023-02-25,23184.04,23184.04,23219.13,23219.13,22722.0,22722.0,23157.07,23157.07,191311.8101,191311.8101
2023-02-24,23940.2,23940.2,24132.35,24132.35,22841.19,22841.19,23185.29,23185.29,343582.57453,343582.57453
2023-02-23,24182.21,24182.21,24599.59,24599.59,23608.0,23608.0,23940.2,23940.2,398400.45437,398400.45437
2023-02-22,24450.67,24450.67,24476.05,24476.05,23574.69,23574.69,24182.21,24182.21,379425.75365,379425.75365
2023-02-21,24843.89,24843.89,25250.0,25250.0,24148.34,24148.34,24452.16,24452.16,376000.82868,376000.82868
2023-02-20,24272.51,24272.51,25121.23,25121.23,23840.83,23840.83,24842.2,24842.2,346938.56997,346938.56997
2023-02-19,24632.05,24632.05,25192.0,25192.0,24192.57,24192.57,24271.76,24271.76,300395.99542,300395.99542
2023-02-18,24568.24,24568.24,24877.0,24877.0,24430.0,24430.0,24631.95,24631.95,216917.25213,216917.25213
2023-02-17,23517.72,23517.72,25021.11,25021.11,23339.37,23339.37,24569.97,24569.97,496813.21376,496813.21376
2023-02-16,24322.87,24322.87,25250.0,25250.0,23505.25,23505.25,23517.72,23517.72,450080.68366,450080.68366
2023-02-15,22199.84,22199.84,24380.0,24380.0,22047.28,22047.28,24324.05,24324.05,375669.16111,375669.16111
2023-02-14,21774.63,21774.63,22319.08,22319.08,21532.77,21532.77,22199.84,22199.84,361958.40109,361958.40109
2023-02-13,21782.37,21782.37,21894.99,21894.99,21351.07,21351.07,21773.97,21773.97,295730.76791,295730.76791
2023-02-12,21862.02,21862.02,22090.0,22090.0,21630.0,21630.0,21783.54,21783.54,204435.65163,204435.65163
2023-02-11,21625.19,21625.19,21906.32,21906.32,21599.78,21599.78,21862.55,21862.55,177021.58433,177021.58433
2023-02-10,21797.83,21797.83,21938.16,21938.16,21451.0,21451.0,21625.19,21625.19,338591.94247,338591.94247
2023-02-09,22961.85,22961.85,23011.39,23011.39,21688.0,21688.0,21796.35,21796.35,402894.6955,402894.6955
2023-02-08,23242.42,23242.42,23452.0,23452.0,22665.85,22665.85,22963.0,22963.0,280056.30717,280056.30717
2023-02-07,22762.52,22762.52,23350.25,23350.25,22745.78,22745.78,23240.46,23240.46,308006.72482,308006.72482
2023-02-06,22932.91,22932.91,23158.25,23158.25,22628.13,22628.13,22762.52,22762.52,265371.6069,265371.6069
2023-02-05,23327.66,23327.66,23433.33,23433.33,22743.0,22743.0,22932.91,22932.91,209251.33917,209251.33917
2023-02-04,23431.9,23431.9,23587.78,23587.78,23253.96,23253.96,23326.84,23326.84,166126.47295,166126.47295
2023-02-03,23489.33,23489.33,23715.7,23715.7,23204.62,23204.62,23431.9,23431.9,332571.02904,332571.02904
2023-02-02,23731.41,23731.41,24255.0,24255.0,23363.27,23363.27,23488.94,23488.94,364177.20751,364177.20751
2023-02-01,23125.13,23125.13,23812.66,23812.66,22760.23,22760.23,23732.66,23732.66,310790.42271,310790.42271
2023-01-31,22827.38,22827.38,23320.0,23320.0,22714.77,22714.77,23125.13,23125.13,264649.34909,264649.34909
2023-01-30,23743.37,23743.37,23800.51,23800.51,22500.0,22500.0,22826.15,22826.15,302405.90121,302405.90121
2023-01-29,23021.4,23021.4,23960.54,23960.54,22967.76,22967.76,23742.3,23742.3,295688.79204,295688.79204
2023-01-28,23074.16,23074.16,23189.0,23189.0,22878.46,22878.46,23022.6,23022.6,148115.71085,148115.71085
2023-01-27,23009.65,23009.65,23500.0,23500.0,22534.88,22534.88,23074.16,23074.16,280833.86315,280833.86315
2023-01-26,23060.42,23060.42,23282.47,23282.47,22850.01,22850.01,23009.65,23009.65,288924.43581,288924.43581
2023-01-25,22631.94,22631.94,23816.73,23816.73,22300.0,22300.0,23060.94,23060.94,346042.83223,346042.83223
2023-01-24,22917.81,22917.81,23162.2,23162.2,22462.93,22462.93,22632.89,22632.89,293158.78254,293158.78254
2023-01-23,22706.02,22706.02,23180.0,23180.0,22500.0,22500.0,22916.45,22916.45,293588.37938,293588.37938
2023-01-22,22783.35,22783.35,23078.71,23078.71,22292.37,22292.37,22707.88,22707.88,253577.75286,253577.75286
2023-01-21,22666.0,22666.0,23371.8,23371.8,22422.0,22422.0,22783.55,22783.55,346445.48432,346445.48432
2023-01-20,21071.59,21071.59,22755.93,22755.93,20861.28,20861.28,22667.21,22667.21,338079.13659,338079.13659
2023-01-19,20677.47,20677.47,21192.0,21192.0,20659.19,20659.19,21071.59,21071.59,251385.84925,251385.84925
2023-01-18,21132.29,21132.29,21650.0,21650.0,20407.15,20407.15,20677.47,20677.47,350916.01949,350916.01949
2023-01-17,21185.65,21185.65,21647.45,21647.45,20841.31,20841.31,21134.81,21134.81,275407.74409,275407.74409
2023-01-16,20872.99,20872.99,21474.05,21474.05,20611.48,20611.48,21185.65,21185.65,293078.08262,293078.08262
2023-01-15,20952.76,20952.76,21050.74,21050.74,20551.01,20551.01,20871.5,20871.5,178542.22549,178542.22549
2023-01-14,19930.01,19930.01,21258.0,21258.0,19888.05,19888.05,20954.92,20954.92,393913.74951,393913.74951
2023-01-13,18846.62,18846.62,20000.0,20000.0,18714.12,18714.12,19930.01,19930.01,368615.87823,368615.87823
2023-01-12,17943.26,17943.26,19117.04,19117.04,17892.05,17892.05,18846.62,18846.62,454568.32178,454568.32178
2023-01-11,17440.64,17440.64,18000.0,18000.0,17315.6,17315.6,17943.26,17943.26,262221.60653,262221.60653
2023-01-10,17179.04,17179.04,17499.0,17499.0,17146.34,17146.34,17440.66,17440.66,221382.42581,221382.42581
2023-01-09,17127.83,17127.83,17398.8,17398.8,17104.66,17104.66,17178.26,17178.26,266211.52723,266211.52723
2023-01-08,16943.83,16943.83,17176.99,17176.99,16911.0,16911.0,17127.83,17127.83,135155.89695,135155.89695
2023-01-07,16950.31,16950.31,16981.91,16981.91,16908.0,16908.0,16943.57,16943.57,104526.5688,104526.5688
2023-01-06,16831.85,16831.85,17041.0,17041.0,16679.0,16679.0,16950.65,16950.65,207401.28415,207401.28415
2023-01-05,16850.36,16850.36,16879.82,16879.82,16753.0,16753.0,16831.85,16831.85,163473.56641,163473.56641
2023-01-04,16675.65,16675.65,16991.87,16991.87,16652.66,16652.66,16850.36,16850.36,220362.18862,220362.18862
2023-01-03,16672.78,16672.78,16778.4,16778.4,16605.28,16605.28,16675.18,16675.18,159541.53733,159541.53733
2023-01-02,16617.17,16617.17,16799.23,16799.23,16548.7,16548.7,16672.87,16672.87,121888.57191,121888.57191
2023-01-01,16541.77,16541.77,16628.0,16628.0,16499.01,16499.01,16616.75,16616.75,96925.41374,96925.41374
2022-12-31,16607.48,16607.48,16644.09,16644.09,16470.0,16470.0,16542.4,16542.4,114490.42864,114490.42864
2022-12-30,16633.47,16633.47,16677.35,16677.35,16333.0,16333.0,16607.48,16607.48,164916.31174,164916.31174
2022-12-29,16547.32,16547.32,16664.41,16664.41,16488.91,16488.91,16633.47,16633.47,160998.47158,160998.47158
2022-12-28,16706.06,16706.06,16785.19,16785.19,16465.33,16465.33,16547.31,16547.31,193037.56577,193037.56577
2022-12-27,16919.39,16919.39,16972.83,16972.83,16592.37,16592.37,16706.36,16706.36,173749.58616,173749.58616
2022-12-26,16832.11,16832.11,16944.52,16944.52,16791.0,16791.0,16919.39,16919.39,124564.00656,124564.00656
2022-12-25,16835.73,16835.73,16857.96,16857.96,16721.0,16721.0,16832.11,16832.11,125441.07202,125441.07202
2022-12-24,16778.52,16778.52,16869.99,16869.99,16776.62,16776.62,16836.12,16836.12,100224.29096,100224.29096
2022-12-23,16821.9,16821.9,16955.14,16955.14,16731.13,16731.13,16778.5,16778.5,161612.00947,161612.00947
2022-12-22,16824.68,16824.68,16868.52,16868.52,16559.85,16559.85,16821.43,16821.43,176044.27235,176044.27235
2022-12-21,16896.15,16896.15,16925.0,16925.0,16723.0,16723.0,16824.67,16824.67,156810.96362,156810.96362
2022-12-20,16438.88,16438.88,17061.27,17061.27,16397.2,16397.2,16895.56,16895.56,248808.92324,248808.92324
2022-12-19,16739.0,16739.0,16815.99,16815.99,16256.3,16256.3,16438.88,16438.88,179094.28305,179094.28305
2022-12-18,16777.54,16777.54,16863.26,16863.26,16663.07,16663.07,16738.21,16738.21,112619.31646,112619.31646
2022-12-17,16631.5,16631.5,16796.82,16796.82,16579.85,16579.85,16776.52,16776.52,144825.66684,144825.66684
2022-12-16,17356.96,17356.96,17531.73,17531.73,16527.32,16527.32,16632.12,16632.12,253379.04116,253379.04116
2022-12-15,17804.01,17804.01,17854.82,17854.82,17275.51,17275.51,17356.34,17356.34,223701.96882,223701.96882
2022-12-14,17775.82,17775.82,18387.95,18387.95,17660.94,17660.94,17803.15,17803.15,266681.22209,266681.22209
2022-12-13,17208.93,17208.93,18000.0,18000.0,17080.14,17080.14,17774.7,17774.7,284462.9139,284462.9139
2022-12-12,17085.05,17085.05,17241.89,17241.89,16871.85,16871.85,17209.83,17209.83,226227.49694,226227.49694
2022-12-11,17127.49,17127.49,17270.99,17270.99,17071.0,17071.0,17085.05,17085.05,155286.47871,155286.47871
2022-12-10,17128.56,17128.56,17227.72,17227.72,17092.0,17092.0,17127.49,17127.49,140573.97937,140573.97937
2022-12-09,17224.1,17224.1,17360.0,17360.0,17058.21,17058.21,17128.56,17128.56,238422.06465,238422.06465
2022-12-08,16836.64,16836.64,17299.0,17299.0,16733.49,16733.49,17224.1,17224.1,236417.97804,236417.97804
2022-12-07,17088.96,17088.96,17142.21,17142.21,16678.83,16678.83,16836.64,16836.64,220657.41334,220657.41334
2022-12-06,16966.35,16966.35,17107.01,17107.01,16906.37,16906.37,17088.96,17088.96,218730.76883,218730.76883
2022-12-05,17106.65,17106.65,17424.25,17424.25,16867.0,16867.0,16966.35,16966.35,233703.29225,233703.29225
2022-12-04,16885.2,16885.2,17202.84,17202.84,16878.25,16878.25,17105.7,17105.7,178619.13387,178619.13387
2022-12-03,17092.13,17092.13,17188.98,17188.98,16858.74,16858.74,16885.2,16885.2,154542.57306,154542.57306
2022-12-02,16978.0,16978.0,17105.73,17105.73,16787.85,16787.85,17092.74,17092.74,202372.2062,202372.2062
2022-12-01,17165.53,17165.53,17324.0,17324.0,16855.01,16855.01,16977.37,16977.37,232818.18218,232818.18218
2022-11-30,16442.91,16442.91,17249.0,17249.0,16428.3,16428.3,17163.64,17163.64,303019.80719,303019.80719
